,ID,class,formula,interface_atom,alphax_el,alphaz_el,ehull,a,dipole,density,dos_at_ef_nosoc,energy,hform,workfunction,efermi,evac,MagpieData mean Polarizability,MagpieData mean Density,MagpieData mean CovalentRadius,MagpieData mean NdValence,MagpieData mean NfValence,MagpieData mean NValence,MagpieData mean NpUnfilled,PymatgenData mean X,PymatgenData mean atomic_mass,PymatgenData mean atomic_radius,DemlData mean molar_vol,MagpieData mean Polarizability_A,MagpieData mean Density_A,MagpieData mean NpValence_A,MagpieData mean NdValence_A,MagpieData mean NValence_A,PymatgenData mean X_A,PymatgenData mean atomic_radius_A,DemlData mean molar_vol_A,MagpieData mean FirstIonizationEnergy_B,MagpieData mean Density_B,MagpieData mean CovalentRadius_B,MagpieData mean NValence_B,PymatgenData mean X_B,PymatgenData mean atomic_mass_B,PymatgenData mean atomic_radius_B,DemlData mean molar_vol_B,MagpieData mean Polarizability_interface,MagpieData mean Density_interface,MagpieData mean NpValence_interface,MagpieData mean NdValence_interface,MagpieData mean NValence_interface,PymatgenData mean X_interface,PymatgenData mean atomic_radius_interface,DemlData mean molar_vol_interface
91,58f6f4446c6ed48508248e83cd842c5bu_t_b,u_t_b,V1 Se1 S1,Se1,15.253501485456685,0.3787809649980104,0.0142669851677723,3.278751240163118,-0.0259855249164356,1.481467457779351,1.3845187772315397,-18.42461784663888,-0.7799021922402751,4.981892678658277,-1.4971415045051326,3.484751174153145,6.3566666666666665,4296.333333333333,126.0,4.333333333333333,0.0,9.0,1.3333333333333333,2.2533333333333334,53.98883333333333,1.1666666666666667,13.423333333333334,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53,6.74619,6110.0,153.0,5.0,1.63,50.9415,1.35,8.32,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42
92,514f4212ab45e206245e7949ab597cd5u_t_b,u_t_b,Ta1 Te1 Se1,Te1,51.957356300400384,0.4293215025101285,0.0507931606561975,3.598101193132609,-0.0283585980808051,2.943185574127773,2.479049660245392,-18.18631424453324,-0.5607387671575145,4.207341531113834,-0.2674249529217591,3.939916578192075,7.456666666666667,9236.333333333334,142.66666666666666,7.666666666666667,4.666666666666667,17.0,1.3333333333333333,2.0500000000000003,129.16929333333334,1.3333333333333333,15.910000000000002,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42,7.54957,16650.0,170.0,19.0,1.5,180.94788,1.45,10.85,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46
93,5dcabda3a71bf158dd6ddfdf4722a5d5u_t_b,u_t_b,As1 Se1 Br1,Br1,5.746772768818955,0.4289815544746002,0.1607669103470807,3.716089991545136,0.0744511626566469,1.7804012456526863,0.0,-10.13163010856393,-0.1337139599932613,5.925365951812007,-1.809119118722736,4.116246833089272,3.71,4555.333333333333,119.66666666666669,10.0,0.0,16.0,2.0,2.563333333333333,77.92853333333333,1.15,16.383333333333336,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42,9.7886,5727.0,119.0,15.0,2.18,74.9216,1.15,12.95,3.05,3120.0,5.0,10.0,17.0,2.96,1.15,19.78
94,2620e37b1c3fe5a8f62369d88ecf1018u_t_b,u_t_b,Ta1 Sb1 As1,Sb1,31.050182942707856,0.4892225647769456,0.3683437610297269,3.421386278190216,-0.0034096775061897,3.172090187014611,4.709777434064399,-18.921846348768742,-0.0120347695727893,4.962414203114201,-0.5431024617385242,4.419311741375677,8.003333333333332,9691.333333333334,142.66666666666666,7.666666666666667,4.666666666666667,16.333333333333332,2.0,1.91,125.87649333333331,1.35,13.996666666666664,4.31,5727.0,3.0,10.0,15.0,2.18,1.15,12.95,7.54957,16650.0,170.0,19.0,1.5,180.94788,1.45,10.85,6.6,6697.0,3.0,10.0,15.0,2.05,1.45,18.19
95,fffe13b5fd948fa9e18f843e890b0297u_t_b,u_t_b,Ti1 Bi1 Sb1,Sb1,36.75125759960914,0.6053701781301183,0.2738962690134202,3.271197473061457,0.0316620398694138,3.720901310926356,1.1762452815612945,-15.897831884349554,-0.0425841821982579,4.874026206269244,0.9272043189143576,5.801230525183602,7.2,6994.666666666667,149.0,7.333333333333333,4.666666666666667,16.0,2.0,1.87,126.20246666666668,1.4833333333333334,16.713333333333335,0.4,9780.0,3.0,10.0,29.0,2.02,1.6,21.31,6.82812,4507.0,160.0,4.0,1.54,47.867,1.4,10.64,6.6,6697.0,3.0,10.0,15.0,2.05,1.45,18.19
96,aa1a959ee5423cbae472e588415224c5u_t_b,u_t_b,Sb1 Te1 Br1,Br1,5.594389456598703,0.4274818159614666,0.0,4.235230973159131,0.0795423942735549,1.8049862758653563,0.0,-10.326665163620792,-0.3770436646412503,5.598076831890257,-1.9959491385354384,3.6021276933548183,5.05,5352.333333333333,132.33333333333334,10.0,0.0,16.0,2.0,2.37,109.75466666666668,1.3333333333333333,19.47666666666667,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46,8.60839,6697.0,139.0,15.0,2.05,121.76,1.45,18.19,3.05,3120.0,5.0,10.0,17.0,2.96,1.15,19.78
97,fcacf583900917935aa41cf1c4d31d79u_t_b,u_t_b,W1 Se1 S1,Se1,6.095788889834637,0.3926867204940777,0.0101682533721365,3.252142315384611,-0.0369446825609575,2.931951070834975,0.0,-21.21746869944544,-0.7237933009560878,4.202947852023356,0.1130669691691924,4.316014821192549,5.923333333333333,8676.333333333334,129.0,4.666666666666667,4.666666666666667,14.0,1.3333333333333333,2.4966666666666666,98.28833333333334,1.1666666666666667,13.806666666666668,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53,7.86403,19250.0,162.0,20.0,2.36,183.84,1.35,9.47,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42
98,7c0df8153281d4425b44fd6f0efe6268u_t_b,u_t_b,Nb1 Bi1 As1,Bi1,29.531045050592084,0.5048020500349226,0.4473480351922217,3.4714355119188323,-0.0322787716884897,3.074582871091097,2.23031316404253,-19.73938850211515,-0.0252297045818418,4.381414448162256,-0.2705359332145266,4.110878514947729,6.803333333333332,8025.666666666667,143.66666666666666,8.0,4.666666666666667,16.333333333333332,2.0,1.9333333333333336,125.60279333333334,1.3999999999999997,15.03,4.31,5727.0,3.0,10.0,15.0,2.18,1.15,12.95,6.75885,8570.0,164.0,5.0,1.6,92.90638,1.45,10.83,0.4,9780.0,3.0,10.0,29.0,2.02,1.6,21.31
99,7c69d499f267c446c113ef3f6d2ff1ceu_t_b,u_t_b,As1 Se1 Br1,Br1,5.8134463809641925,0.4001692656888272,0.0,3.81605535048901,0.0439764539976556,1.5786006635134553,0.0,-10.613930839605173,-0.2944808703403421,5.591123950775145,-2.1666540066987645,3.4244699440763813,3.71,4555.333333333333,119.66666666666669,10.0,0.0,16.0,2.0,2.563333333333333,77.92853333333333,1.15,16.383333333333336,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42,9.7886,5727.0,119.0,15.0,2.18,74.9216,1.15,12.95,3.05,3120.0,5.0,10.0,17.0,2.96,1.15,19.78
100,c8e386e9b8b8256657f85e6a0dc27b78u_t_b,u_t_b,Ti1 Bi1 Sb1,Sb1,58.09848053484681,0.5930086094945978,0.2547801186284667,3.289868292662148,0.0325627114073656,3.439663272874809,1.922013797430879,-15.955180335504414,-0.0617003325832114,4.862488455441838,0.5238606483061448,5.386349103747983,7.2,6994.666666666667,149.0,7.333333333333333,4.666666666666667,16.0,2.0,1.87,126.20246666666668,1.4833333333333334,16.713333333333335,0.4,9780.0,3.0,10.0,29.0,2.02,1.6,21.31,6.82812,4507.0,160.0,4.0,1.54,47.867,1.4,10.64,6.6,6697.0,3.0,10.0,15.0,2.05,1.45,18.19
101,ad38280446c3533a44525c3b9560b545u_t_b,u_t_b,Sb1 Te1 Br1,Br1,5.6059021606964,0.4589057685910503,0.1298375808975897,4.110853692867772,0.1114474618197495,2.0490510880720287,0.0,-9.937152420928022,-0.2472060837436605,5.916792702131305,-1.615360585745815,4.30143211638549,5.05,5352.333333333333,132.33333333333334,10.0,0.0,16.0,2.0,2.37,109.75466666666668,1.3333333333333333,19.47666666666667,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46,8.60839,6697.0,139.0,15.0,2.05,121.76,1.45,18.19,3.05,3120.0,5.0,10.0,17.0,2.96,1.15,19.78
102,434578584658a0e9feb36ee0e7a9f535u_t_b,u_t_b,Cr1 Te1 Se1,Te1,12.352926131820466,0.8780990738441025,0.1108712429465513,3.346594615254824,-0.0419904988592283,2.427846079596854,0.0,-16.905443704978648,-0.2697499901309423,4.346856280043305,-0.2660709746762967,4.080785305367008,6.956666666666666,6066.333333333333,132.33333333333334,8.333333333333334,0.0,12.666666666666666,1.3333333333333333,2.103333333333333,86.18536666666667,1.3166666666666669,14.703333333333331,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42,6.76651,7140.0,139.0,6.0,1.66,51.9961,1.4,7.23,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46
103,2c8a9fdb59689bb1addd1ad0b16dd8fau_t_b,u_t_b,Sb1 Se1 I1,I1,5.6767507046084456,0.4685648971699896,0.1490861766727012,4.053317595232307,0.0241407685129613,2.0971410479617774,0.0,-9.915174644705266,-0.1825988200940956,5.325698888016284,-1.3671316374923854,3.9585672505238985,5.131666666666667,5485.333333333333,132.66666666666666,10.0,0.0,16.0,2.0,2.42,109.20815666666664,1.3333333333333333,20.11,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42,8.60839,6697.0,139.0,15.0,2.05,121.76,1.45,18.19,5.025,4940.0,5.0,10.0,17.0,2.66,1.4,25.72
104,29e0fc97d7c0334ca610694d74fc2607u_t_b,u_t_b,Nb1 Se1 S1,Se1,15.839891217294143,0.3841283697987165,0.0363129628208416,3.433866879298737,-0.0240546510713145,1.7005954109387666,2.027871617161108,-20.726990574702143,-0.9465704895093138,4.856249341648737,-1.1464585558470064,3.7097907858017294,7.456666666666666,5116.333333333333,129.66666666666666,4.666666666666667,0.0,9.0,1.3333333333333333,2.243333333333333,67.97712666666666,1.2,14.26,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53,6.75885,8570.0,164.0,5.0,1.6,92.90638,1.45,10.83,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42
105,7d30a7b25ba13d0953a467a3dce9bd0eu_t_b,u_t_b,Ti1 Te1 Se1,Te1,14.218468496802808,0.4317478772973433,0.1043796011121701,3.615943556609553,-0.0022041901268272,2.0464092449562603,0.0,-15.828450699915944,-0.8170296272735076,5.261050463197905,-1.170122989816327,4.090927473381578,7.956666666666667,5188.666666666667,139.33333333333334,7.333333333333333,0.0,12.0,1.3333333333333333,2.063333333333333,84.809,1.3166666666666669,15.840000000000002,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42,6.82812,4507.0,160.0,4.0,1.54,47.867,1.4,10.64,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46
106,a3df813577b9c6e3e759f1a4fb8696c0b_t_u,b_t_u,Te1 As1 Br1,Te1,6.708968478363143,0.4201992031339304,0.0,3.9823409819822246,0.089187662036882,1.7511003235620963,0.0,-10.18609094650988,-0.2445322069170667,5.697260893247463,-1.950792988940105,3.746467904307357,4.286666666666666,5029.0,125.66666666666669,10.0,0.0,16.0,2.0,2.4133333333333336,94.14186666666666,1.2333333333333332,17.73,3.05,3120.0,5.0,10.0,17.0,2.96,1.15,19.78,9.7886,5727.0,119.0,15.0,2.18,74.9216,1.15,12.95,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46
107,43a4da37cd31ecfa817800dc7b093b78b_t_u,b_t_u,As1 S1 I1,S1,6.913867720124239,0.4105844221957115,0.0641568110725836,3.843696739005013,-0.0375309521069565,1.5566797091727458,0.0,-10.54231755217624,-0.1075719069971701,4.824695001359753,-1.775325105272145,3.049369896087609,4.078333333333333,4209.0,121.0,6.666666666666667,0.0,12.666666666666666,2.0,2.473333333333333,77.96369,1.1833333333333331,18.066666666666663,5.025,4940.0,5.0,10.0,17.0,2.66,1.4,25.72,9.7886,5727.0,119.0,15.0,2.18,74.9216,1.15,12.95,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53
108,19bc5c127df78033433206bcf6ad939cb_t_u,b_t_u,Bi1 S1 I1,S1,4.106626593132567,0.4478902428020689,0.1396479356390993,4.087039278492224,-0.0120431353052756,2.316560293834247,0.0,-11.09084456830049,-0.2867231048153596,5.394929026582185,-1.713277058119434,3.681651968462751,2.775,5560.0,130.66666666666666,6.666666666666667,4.666666666666667,17.333333333333332,2.0,2.42,122.64995666666668,1.3333333333333333,20.85333333333333,5.025,4940.0,5.0,10.0,17.0,2.66,1.4,25.72,7.2855,9780.0,148.0,29.0,2.02,208.9804,1.6,21.31,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53
109,7ee8b38872f974878cec9027d6e5d5b5b_t_u,b_t_u,Zr1 I1 Cl1,Cl1,6.220282832827361,0.407798747960379,0.0783280864145055,3.636030951164163,-0.0486763313366568,2.0171349285303672,0.0,-14.351866640647316,-1.228455701448869,2.9517138684677646,0.8261964136713401,3.777910282139105,8.368333333333332,3818.071333333333,138.66666666666666,4.0,0.0,9.333333333333334,0.6666666666666666,2.3833333333333333,84.52715666666667,1.3166666666666669,19.043333333333333,5.025,4940.0,5.0,10.0,17.0,2.66,1.4,25.72,6.6339,6511.0,175.0,4.0,1.33,91.224,1.55,14.02,2.18,3.214,5.0,0.0,7.0,3.16,1.0,17.39
110,b2d1688b08bce01d1a97d94750da664ab_t_u,b_t_u,Sb1 Se1 Cl1,Se1,4.134008295215382,0.3784394686718192,0.0038446805991197,4.032085366867487,0.0629102947947478,1.4284158611019415,0.0,-11.28543666098816,-0.5371298873350039,5.980377698709775,-2.5178208657459136,3.462556832963861,4.183333333333333,3839.738,120.33333333333331,6.666666666666667,0.0,12.666666666666666,2.0,2.5866666666666664,78.72433333333333,1.2,17.333333333333332,2.18,3.214,5.0,0.0,7.0,3.16,1.0,17.39,8.60839,6697.0,139.0,15.0,2.05,121.76,1.45,18.19,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42
111,eeea8b16d6b294ee4091908b9e7d1bf3b_t_u,b_t_u,Sb1 Se1 I1,Se1,6.005005744476785,0.4393912294257669,0.0192147487738226,4.167840470945472,-0.0025779544042687,1.8545477117596083,0.0,-10.3047889284019,-0.3124702479929742,4.975965633087207,-1.6694586142567889,3.3065070188304184,5.131666666666667,5485.333333333333,132.66666666666666,10.0,0.0,16.0,2.0,2.42,109.20815666666664,1.3333333333333333,20.11,5.025,4940.0,5.0,10.0,17.0,2.66,1.4,25.72,8.60839,6697.0,139.0,15.0,2.05,121.76,1.45,18.19,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42
112,d63e6dfdd44b57dc7776e6d6f3e2abc9b_t_u,b_t_u,Nb1 Te1 S1,S1,8.188005090245467,0.4168684854895625,0.0675698581129793,3.5257303045654904,-0.0351447414902785,2.1367737387327232,1.6253251718275177,-19.889355964017422,-0.7600235868895618,4.917339461379736,-0.8078461933064787,4.109493268073257,8.033333333333333,5590.0,135.66666666666666,4.666666666666667,0.0,9.0,1.3333333333333333,2.0933333333333333,84.19045999999999,1.2833333333333334,15.606666666666667,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46,6.75885,8570.0,164.0,5.0,1.6,92.90638,1.45,10.83,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53
113,c9e8dd576ea06d135d56538b550504d6b_t_u,b_t_u,Zr1 Se1 S1,S1,5.57779451770287,0.3647427854711092,0.0,3.7374974048201786,0.0032369717764339,1.423667063692163,0.0,-19.39907680495371,-1.47840872430724,5.550252499618415,-2.0497910351218125,3.500461464496602,8.19,4430.0,133.33333333333334,4.0,0.0,8.666666666666666,1.3333333333333333,2.1533333333333333,67.41633333333333,1.2333333333333332,15.323333333333332,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42,6.6339,6511.0,175.0,4.0,1.33,91.224,1.55,14.02,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53
114,63ff528504f6d29c0efc934edd7b5566b_t_u,b_t_u,Ti1 Te1 Se1,Se1,35.88847560834248,0.4182806184045675,0.0,3.6453581404058206,-0.0122826828819966,1.8826372480318625,1.5878954705016188,-16.141589503252455,-0.9214092283856776,4.8283479058091885,-1.1910314056183875,3.637316500190801,7.956666666666667,5188.666666666667,139.33333333333334,7.333333333333333,0.0,12.0,1.3333333333333333,2.063333333333333,84.809,1.3166666666666669,15.840000000000002,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46,6.82812,4507.0,160.0,4.0,1.54,47.867,1.4,10.64,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42
115,2f4fedb7bafc4432d8d56b171891f513b_t_u,b_t_u,Te1 As1 Br1,Te1,7.008894982511758,0.4540268655732301,0.162935288476279,3.867758829042519,0.1228485104957898,1.9854450192898656,0.0,-9.697285081081043,-0.0815969184407876,6.106722615832848,-1.6242883059597464,4.482434309873102,4.286666666666666,5029.0,125.66666666666669,10.0,0.0,16.0,2.0,2.4133333333333336,94.14186666666666,1.2333333333333332,17.73,3.05,3120.0,5.0,10.0,17.0,2.96,1.15,19.78,9.7886,5727.0,119.0,15.0,2.18,74.9216,1.15,12.95,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46
116,932c482b614fcbfe386cf79d1299ec27b_t_u,b_t_u,Bi1 S1 Cl1,S1,3.0080758052987737,0.3855863460473482,0.1301974523513825,3.946800624501973,0.0524237563286447,1.8667012722061291,0.0,-12.150574096593516,-0.5377433427263115,6.3557555261101655,-2.52326864858158,3.8324868775285856,1.8266666666666669,3914.404666666667,118.33333333333331,3.333333333333333,4.666666666666667,14.0,2.0,2.5866666666666664,92.16613333333332,1.2,18.076666666666664,2.18,3.214,5.0,0.0,7.0,3.16,1.0,17.39,7.2855,9780.0,148.0,29.0,2.02,208.9804,1.6,21.31,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53
117,aa3196329cfb8d01965cca5368035249b_t_u,b_t_u,Bi1 S1 I1,S1,4.476415029013935,0.4216683628180349,0.0143786752344953,4.193010731088459,-0.0342516810174031,2.057882435852277,0.0,-11.466652349514302,-0.4119923652199636,5.107179464508333,-2.027078556385275,3.080100908123057,2.775,5560.0,130.66666666666666,6.666666666666667,4.666666666666667,17.333333333333332,2.0,2.42,122.64995666666668,1.3333333333333333,20.85333333333333,5.025,4940.0,5.0,10.0,17.0,2.66,1.4,25.72,7.2855,9780.0,148.0,29.0,2.02,208.9804,1.6,21.31,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53
118,5a5a0fa2b8df7ee2dd00c5aea961b0bcb_t_u,b_t_u,Ti1 Br1 Cl1,Br1,7.22011163240138,0.363325051456672,0.0152893639839963,3.3794370007289625,0.0263014608896851,1.5030308146857836,0.0,-14.03768715836684,-1.3260897181258648,3.948383125052363,0.0017916053054335,3.950174730357797,6.609999999999999,2543.404666666667,127.33333333333331,4.0,0.0,9.333333333333334,0.6666666666666666,2.553333333333333,54.408,1.1833333333333331,15.936666666666667,2.18,3.214,5.0,0.0,7.0,3.16,1.0,17.39,6.82812,4507.0,160.0,4.0,1.54,47.867,1.4,10.64,3.05,3120.0,5.0,10.0,17.0,2.96,1.15,19.78
119,917c0685ba5016c2935e659523ca2b4eb_t_u,b_t_u,Sb1 S1 Br1,S1,4.07735690755388,0.4153421421224295,0.1829181881219413,3.881030769946308,0.0338853632205689,1.6318904708782294,0.0,-10.9289100887754,-0.2867061751842605,5.902814089890807,-2.120331712526995,3.782482377363812,4.183333333333334,3925.6666666666665,121.33333333333331,6.666666666666667,0.0,12.666666666666666,2.0,2.53,77.90966666666667,1.2,17.833333333333332,3.05,3120.0,5.0,10.0,17.0,2.96,1.15,19.78,8.60839,6697.0,139.0,15.0,2.05,121.76,1.45,18.19,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53
120,edbf27a8999033683a95f1c8f2abc48eb_t_u,b_t_u,Sb1 Se1 Cl1,Se1,4.087636007060299,0.4058806134849148,0.1357173484060058,3.9182518167899287,0.0955897691095651,1.617775061783776,0.0,-10.889818657567504,-0.4052572195281178,6.318254634848704,-2.144677839653469,4.173576795195235,4.183333333333333,3839.738,120.33333333333331,6.666666666666667,0.0,12.666666666666666,2.0,2.5866666666666664,78.72433333333333,1.2,17.333333333333332,2.18,3.214,5.0,0.0,7.0,3.16,1.0,17.39,8.60839,6697.0,139.0,15.0,2.05,121.76,1.45,18.19,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42
121,201e884fa2f599211e5fba68a751f783b_t_u,b_t_u,Sb1 Te1 I1,Te1,6.662125468597506,0.4956329233408886,0.1225928305106105,4.188772743827494,0.0684201588562387,2.255237010624937,0.0,-9.47226852775072,-0.127628082051069,5.336539417701713,-1.0836136049203775,4.252925812781336,5.708333333333333,5959.0,138.66666666666666,10.0,0.0,16.0,2.0,2.27,125.42149,1.4166666666666667,21.456666666666667,5.025,4940.0,5.0,10.0,17.0,2.66,1.4,25.72,8.60839,6697.0,139.0,15.0,2.05,121.76,1.45,18.19,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46
122,9d7d1d548ab1cbbf26cf92f33059dc23b_t_u,b_t_u,Nb1 Te1 S1,S1,19.985982989826912,0.4159858176299938,0.1064657740144709,3.5279991799896027,-0.0509909168807719,1.995313038633172,4.181784446818706,-19.772668216312947,-0.7211276709880702,4.3459509746169,-0.6756942224977114,3.670256752119189,8.033333333333333,5590.0,135.66666666666666,4.666666666666667,0.0,9.0,1.3333333333333333,2.0933333333333333,84.19045999999999,1.2833333333333334,15.606666666666667,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46,6.75885,8570.0,164.0,5.0,1.6,92.90638,1.45,10.83,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53
123,6d70504b45fb8f6ec4003ae5a7dc5ac0b_t_u,b_t_u,V1 Te1 Se1,Se1,13.015019276300563,0.4304475997732342,0.0129865260564797,3.4727501641104386,-0.0277490765510347,2.2454596720743965,0.0,-16.718595196591657,-0.5023137733997256,4.826693129181936,-0.8061973056910473,4.020495823490888,7.223333333333334,5723.0,137.0,7.666666666666667,0.0,12.333333333333334,1.3333333333333333,2.0933333333333333,85.83383333333332,1.3,15.066666666666668,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46,6.74619,6110.0,153.0,5.0,1.63,50.9415,1.35,8.32,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42
124,133b077fe167017b01ed5cf4058b7850b_t_u,b_t_u,As1 Se1 I1,Se1,7.624875898007955,0.4290750819066788,0.0192822038108075,3.934236431191765,-0.0027887342721894,1.783768545521916,0.0,-10.103792741026998,-0.1598181335141267,4.944774162928868,-1.6380969823920393,3.306677180536828,4.368333333333333,5162.0,126.0,10.0,0.0,16.0,2.0,2.4633333333333334,93.59535666666666,1.2333333333333332,18.363333333333333,5.025,4940.0,5.0,10.0,17.0,2.66,1.4,25.72,9.7886,5727.0,119.0,15.0,2.18,74.9216,1.15,12.95,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42
125,3dc4a6ec12e1de8cf0ee902700f087a8b_t_u,b_t_u,Bi1 S1 Cl1,S1,3.1573492287467264,0.359044616111041,0.0099205519820101,4.068235125936012,0.0236713397790016,1.642723183833233,0.0,-12.511404797701632,-0.658020243095684,6.058302987442245,-2.89915083741752,3.1591521500247253,1.8266666666666669,3914.404666666667,118.33333333333331,3.333333333333333,4.666666666666667,14.0,2.0,2.5866666666666664,92.16613333333332,1.2,18.076666666666664,2.18,3.214,5.0,0.0,7.0,3.16,1.0,17.39,7.2855,9780.0,148.0,29.0,2.02,208.9804,1.6,21.31,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53
126,5e98a5b81620b026ec953657c5a7c91cb_t_u,b_t_u,Hf1 I1 Br1,Br1,5.957553528130044,0.4325626587503147,0.087291830535003,3.64367606433739,-0.0227098202099217,3.052040852355482,0.0,-13.230398549771522,-0.8870989418839083,2.781958871436532,1.3298253415938548,4.111784213030387,8.091666666666667,7123.333333333333,144.66666666666666,7.333333333333333,4.666666666666667,17.333333333333332,0.6666666666666666,2.306666666666666,128.43282333333337,1.3666666666666665,19.646666666666665,5.025,4940.0,5.0,10.0,17.0,2.66,1.4,25.72,6.82507,13310.0,175.0,18.0,1.3,178.49,1.55,13.44,3.05,3120.0,5.0,10.0,17.0,2.96,1.15,19.78
127,5dda04dbfb17a92656794a25b8d8ea56b_t_u,b_t_u,Sb1 S1 Br1,S1,4.26288404671123,0.3895802181722909,0.0541448982085253,3.9885588026114327,0.0085705211912916,1.4446560379172455,0.0,-11.315229958515648,-0.4154794650976766,5.519721905636662,-2.3742230651029703,3.145498840533692,4.183333333333334,3925.6666666666665,121.33333333333331,6.666666666666667,0.0,12.666666666666666,2.0,2.53,77.90966666666667,1.2,17.833333333333332,3.05,3120.0,5.0,10.0,17.0,2.96,1.15,19.78,8.60839,6697.0,139.0,15.0,2.05,121.76,1.45,18.19,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53
128,45109d6fd6f3e54ef50dd071a740a923b_t_u,b_t_u,Sb1 Te1 I1,Te1,6.767971309407532,0.463175347776439,0.0,4.318180238442232,0.0405294902991487,1.984154717045301,0.0,-9.84004701928255,-0.2502209125616795,5.048106681183015,-1.4725248674037237,3.575581813779291,5.708333333333333,5959.0,138.66666666666666,10.0,0.0,16.0,2.0,2.27,125.42149,1.4166666666666667,21.456666666666667,5.025,4940.0,5.0,10.0,17.0,2.66,1.4,25.72,8.60839,6697.0,139.0,15.0,2.05,121.76,1.45,18.19,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46
129,755401ae383cab5c1ce2ab9c1afb448fb_t_u,b_t_u,Nb1 Te1 Se1,Se1,45.990545632366896,0.4373498558535849,0.041938240744668,3.578939952196672,-0.0317083402151345,2.2989160036311924,3.285323537238665,-18.89642320434306,-0.6274671638981436,4.410465706521733,-0.4977374177662415,3.912728288755491,8.323333333333332,6543.0,140.66666666666666,8.0,0.0,12.333333333333334,1.3333333333333333,2.083333333333333,99.82212666666663,1.3333333333333333,15.903333333333334,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46,6.75885,8570.0,164.0,5.0,1.6,92.90638,1.45,10.83,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42
130,2cfc5b38c088a725c08897227970e6c6b_t_u,b_t_u,Ta1 Te1 S1,S1,21.147618881246263,0.4080469319437748,0.0667495559279096,3.538822269272719,-0.0481368365378197,2.674406491424977,2.7773415610942176,-19.10881078874278,-0.669816451660657,4.15249441819167,-0.4365594477036932,3.715934970487976,7.166666666666667,8283.333333333334,137.66666666666666,4.333333333333333,4.666666666666667,13.666666666666666,1.3333333333333333,2.06,113.53762666666668,1.2833333333333334,15.613333333333337,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46,7.54957,16650.0,170.0,19.0,1.5,180.94788,1.45,10.85,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53
