,ID,class,formula,interface_atom,alphax_el,alphaz_el,ehull,a,dipole,density,dos_at_ef_nosoc,energy,hform,workfunction,efermi,evac,MagpieData mean Polarizability,MagpieData mean Density,MagpieData mean CovalentRadius,MagpieData mean NdValence,MagpieData mean NfValence,MagpieData mean NValence,MagpieData mean NpUnfilled,PymatgenData mean X,PymatgenData mean atomic_mass,PymatgenData mean atomic_radius,DemlData mean molar_vol,MagpieData mean Polarizability_A,MagpieData mean Density_A,MagpieData mean NpValence_A,MagpieData mean NdValence_A,MagpieData mean NValence_A,PymatgenData mean X_A,PymatgenData mean atomic_radius_A,DemlData mean molar_vol_A,MagpieData mean FirstIonizationEnergy_B,MagpieData mean Density_B,MagpieData mean CovalentRadius_B,MagpieData mean NValence_B,PymatgenData mean X_B,PymatgenData mean atomic_mass_B,PymatgenData mean atomic_radius_B,DemlData mean molar_vol_B,MagpieData mean Polarizability_interface,MagpieData mean Density_interface,MagpieData mean NpValence_interface,MagpieData mean NdValence_interface,MagpieData mean NValence_interface,PymatgenData mean X_interface,PymatgenData mean atomic_radius_interface,DemlData mean molar_vol_interface
131,44d5e5d42120f8b004a3f23d0fe298f7b_t_u,b_t_u,V1 Te1 Se1,Se1,33.074686242083416,0.4244449639565095,0.015686664072671,3.4981673372287423,-0.0297836521772165,2.0691046504738337,1.2059551223484208,-16.710494782543083,-0.4996136353835343,4.487352415637872,-0.8392507461185857,3.6481016695192863,7.223333333333334,5723.0,137.0,7.666666666666667,0.0,12.333333333333334,1.3333333333333333,2.0933333333333333,85.83383333333332,1.3,15.066666666666668,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46,6.74619,6110.0,153.0,5.0,1.63,50.9415,1.35,8.32,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42
132,38030c56f0e0669f5679726597b20e89b_t_u,b_t_u,Ti1 Bi1 As1,As1,39.40365201463964,0.5027944143093194,0.4702070651504975,3.4929423156039787,-0.0361975343415976,2.673848712973238,2.327832707988045,-16.466449373077022,-0.1464699597535338,4.770401005894802,-1.0416850217034093,3.7287159841913926,6.4366666666666665,6671.333333333333,142.33333333333334,7.333333333333333,4.666666666666667,16.0,2.0,1.913333333333333,110.58966666666667,1.3833333333333335,14.966666666666669,0.4,9780.0,3.0,10.0,29.0,2.02,1.6,21.31,6.82812,4507.0,160.0,4.0,1.54,47.867,1.4,10.64,4.31,5727.0,3.0,10.0,15.0,2.18,1.15,12.95
133,690ebca254d3c0bcc002a405bd647575b_t_u,b_t_u,As1 S1 Cl1,S1,4.3033891997000655,0.3595170086347941,0.0472028696547959,3.650384870820115,0.0420007083143918,1.0510836685458569,0.0,-11.58244576565052,-0.3520583733018731,5.975545999238399,-2.5735223992314924,3.402023600006906,3.1299999999999994,2563.404666666667,108.66666666666669,3.333333333333333,0.0,9.333333333333334,2.0,2.64,47.47986666666666,1.05,15.29,2.18,3.214,5.0,0.0,7.0,3.16,1.0,17.39,9.7886,5727.0,119.0,15.0,2.18,74.9216,1.15,12.95,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53
134,770e7609271333d999f7a3473c099845b_t_u,b_t_u,Bi1 Se1 I1,Se1,4.562371310977122,0.4671870320543884,0.114474856699837,4.16067444828903,0.0182690387558258,2.5201757586487057,0.0,-10.620409591999566,-0.3283326096150887,5.402335370850892,-1.5199503562185843,3.882385014632307,3.065,6513.0,135.66666666666666,10.0,4.666666666666667,20.666666666666668,2.0,2.41,138.28162333333333,1.3833333333333335,21.15,5.025,4940.0,5.0,10.0,17.0,2.66,1.4,25.72,7.2855,9780.0,148.0,29.0,2.02,208.9804,1.6,21.31,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42
135,3528594b28f22275b34fc04f52ff658fb_t_u,b_t_u,Sb1 Te1 Cl1,Te1,4.932315156771154,0.3969798824747728,0.0,4.194510936827191,0.1009571534652608,1.5917725113705252,0.0,-10.794891618007451,-0.4662795072832567,5.91858806871571,-2.2316568625635127,3.6869312061521975,4.76,4313.404666666666,126.33333333333331,6.666666666666667,0.0,12.666666666666666,2.0,2.436666666666667,94.93766666666666,1.2833333333333332,18.680000000000003,2.18,3.214,5.0,0.0,7.0,3.16,1.0,17.39,8.60839,6697.0,139.0,15.0,2.05,121.76,1.45,18.19,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46
136,e830e61e821f8e6f548a03edb602132bb_t_u,b_t_u,Sb1 S1 I1,S1,5.10691179827737,0.4485893549776744,0.2021439410151314,3.976918969564193,-0.0072745925287972,1.8666680695126687,0.0,-10.366485803029043,-0.1346147093019851,5.360360625360886,-1.6155046441119338,3.744855981248952,4.841666666666667,4532.333333333333,127.66666666666669,6.666666666666667,0.0,12.666666666666666,2.0,2.43,93.57649,1.2833333333333334,19.813333333333333,5.025,4940.0,5.0,10.0,17.0,2.66,1.4,25.72,8.60839,6697.0,139.0,15.0,2.05,121.76,1.45,18.19,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53
137,42ee590c076bd0a45d9969574ce5c9b1b_t_u,b_t_u,Nb1 Te1 Se1,Se1,7.347408401862832,0.4375455769266548,0.0124443846291756,3.585202446410736,-0.0144541664670517,2.45015343588247,2.888191401589577,-18.984904772689536,-0.656961020013636,5.021652623134988,-0.6756020305193321,4.346050592615655,8.323333333333332,6543.0,140.66666666666666,8.0,0.0,12.333333333333334,1.3333333333333333,2.083333333333333,99.82212666666663,1.3333333333333333,15.903333333333334,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46,6.75885,8570.0,164.0,5.0,1.6,92.90638,1.45,10.83,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42
138,def00e51d01e1846f5127e4c68c54d2bb_t_u,b_t_u,Te1 W1 Se1,Se1,7.785100607191239,0.4399598619174213,0.0415396825266889,3.432828139765317,-0.0382832186810658,3.484000938241026,0.0,-19.143424909433765,-0.3235311687940552,3.921042864361554,0.5891232908495238,4.510166155211078,6.789999999999999,10103.0,140.0,8.0,4.666666666666667,17.333333333333332,1.3333333333333333,2.3366666666666664,130.13333333333333,1.3,15.45,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46,7.86403,19250.0,162.0,20.0,2.36,183.84,1.35,9.47,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42
139,9c58445709cd2f181941592249dbf4ffb_t_u,b_t_u,As1 Se1 Cl1,Se1,4.893740811989761,0.3742091028442079,0.0038895933085448,3.7563621659933073,0.0760743329957582,1.3194074302905403,0.0,-11.076402293234985,-0.3817983793967314,6.100073695621359,-2.4602324078826583,3.639841287738701,3.42,3516.404666666667,113.66666666666669,6.666666666666667,0.0,12.666666666666666,2.0,2.6300000000000003,63.11153333333333,1.1,15.586666666666668,2.18,3.214,5.0,0.0,7.0,3.16,1.0,17.39,9.7886,5727.0,119.0,15.0,2.18,74.9216,1.15,12.95,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42
140,45f80856848cbb78654f5b43a1512770b_t_u,b_t_u,Bi1 Se1 Cl1,Se1,3.4833090794604984,0.4033512139677288,0.1194893126149985,4.028864755736374,0.0835972266984097,2.095262074123707,0.0,-11.62648447253406,-0.5614679649398635,6.324295207867708,-2.287408009302466,4.036887198565243,2.1166666666666667,4867.404666666666,123.33333333333331,6.666666666666667,4.666666666666667,17.333333333333332,2.0,2.5766666666666667,107.7978,1.25,18.37333333333333,2.18,3.214,5.0,0.0,7.0,3.16,1.0,17.39,7.2855,9780.0,148.0,29.0,2.02,208.9804,1.6,21.31,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42
141,57cc3db25c11bb6c0427e8ee10c109e5b_t_u,b_t_u,Bi1 Se1 I1,Se1,4.963943681970351,0.4404283165587789,0.0,4.272419362734476,-0.00708357512444,2.234713379023828,0.0,-10.963834162099078,-0.4428074663149258,5.168003454319298,-1.9062752422919371,3.261728212027361,3.065,6513.0,135.66666666666666,10.0,4.666666666666667,20.666666666666668,2.0,2.41,138.28162333333333,1.3833333333333335,21.15,5.025,4940.0,5.0,10.0,17.0,2.66,1.4,25.72,7.2855,9780.0,148.0,29.0,2.02,208.9804,1.6,21.31,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42
142,bae97ac3e6c062bfa6be34f3b00d5f03b_t_u,b_t_u,Zr1 Bi1 Sb1,Bi1,54.22279832310311,0.6228660110962863,0.2872340459336163,3.345293806176286,0.0329647332645555,3.707585148057887,1.3534678814648848,-17.088269180071418,-0.2016528073018809,4.909278868779792,0.8138023533423842,5.723081222122175,8.299999999999999,7662.666666666667,154.0,7.333333333333333,4.666666666666667,16.0,2.0,1.8,140.6548,1.5333333333333334,17.84,6.6,6697.0,3.0,10.0,15.0,2.05,1.45,18.19,6.6339,6511.0,175.0,4.0,1.33,91.224,1.55,14.02,0.4,9780.0,3.0,10.0,29.0,2.02,1.6,21.31
143,6217236d53cc80c814a9624de33b3d05b_t_u,b_t_u,V1 Br1 Cl1,Br1,1.6653038703635263,0.3091072533817345,0.0096198102510978,3.74908077757764,0.0143058652523535,1.1633826714426208,0.0,-14.920058744798972,-1.0087828941708896,4.051685156184051,-1.165427023949081,2.8862581322349694,5.876666666666666,3077.738,125.0,4.333333333333333,0.0,9.666666666666666,0.6666666666666666,2.583333333333333,55.43283333333333,1.1666666666666667,15.163333333333334,2.18,3.214,5.0,0.0,7.0,3.16,1.0,17.39,6.74619,6110.0,153.0,5.0,1.63,50.9415,1.35,8.32,3.05,3120.0,5.0,10.0,17.0,2.96,1.15,19.78
144,f22fd613c196f13c9cd90e2839f8ec84b_t_u,b_t_u,Sb1 S1 I1,S1,5.460583655648199,0.4203400610717384,0.0582916632742467,4.083315508335077,-0.0316431171444009,1.655564036958986,0.0,-10.7980426362517,-0.2784669870428698,4.888072975293794,-1.777834690809958,3.1102382844838363,4.841666666666667,4532.333333333333,127.66666666666669,6.666666666666667,0.0,12.666666666666666,2.0,2.43,93.57649,1.2833333333333334,19.813333333333333,5.025,4940.0,5.0,10.0,17.0,2.66,1.4,25.72,8.60839,6697.0,139.0,15.0,2.05,121.76,1.45,18.19,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53
145,97a87aa138c30ab25a047e23c5f34115b_t_u,b_t_u,Ti1 Te1 S1,S1,13.50385749634256,0.4123796846638347,0.1096473767798069,3.5456344892610145,-0.0175564587539561,1.736079953803643,0.0,-16.735705791978464,-0.921026827727644,5.1119731199416965,-1.2120924821433132,3.899880637798384,7.666666666666667,4235.666666666667,134.33333333333334,4.0,0.0,8.666666666666666,1.3333333333333333,2.0733333333333337,69.17733333333332,1.2666666666666666,15.543333333333337,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46,6.82812,4507.0,160.0,4.0,1.54,47.867,1.4,10.64,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53
146,44e0326d045747dacf8a941481f9b3a7b_t_u,b_t_u,Te1 As1 I1,Te1,8.457448812870828,0.4522318799338834,0.0,4.087693685671792,0.0441118389209858,1.9385862645022356,0.0,-9.717994882794184,-0.1238834817116772,5.073041352334999,-1.4285638284639453,3.644477523871054,4.944999999999999,5635.666666666667,132.0,10.0,0.0,16.0,2.0,2.313333333333333,109.80869,1.3166666666666669,19.71,5.025,4940.0,5.0,10.0,17.0,2.66,1.4,25.72,9.7886,5727.0,119.0,15.0,2.18,74.9216,1.15,12.95,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46
147,378b7dae28d19e33b2d544af57b3b6d2b_t_u,b_t_u,Bi1 Se1 Cl1,Se1,3.627158262170037,0.3765689624625336,0.0,4.146042106414861,0.0503044044009447,1.849897178295105,0.0,-11.984952410379057,-0.680957277554862,6.05396082615595,-2.710637612776131,3.343323213379819,2.1166666666666667,4867.404666666666,123.33333333333331,6.666666666666667,4.666666666666667,17.333333333333332,2.0,2.5766666666666667,107.7978,1.25,18.37333333333333,2.18,3.214,5.0,0.0,7.0,3.16,1.0,17.39,7.2855,9780.0,148.0,29.0,2.02,208.9804,1.6,21.31,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42
148,db91f4d6b28358d059831a48251a03e3b_t_u,b_t_u,Bi1 Te1 I1,Te1,5.66597946990355,0.4638250079911535,0.0033324379925604,4.421906786339973,0.0348375183960281,2.330774452474836,0.0,-10.469900152714834,-0.3708274307953332,5.217223526485801,-1.706124876707796,3.5110986497780057,3.641666666666667,6986.666666666667,141.66666666666666,10.0,4.666666666666667,20.666666666666668,2.0,2.26,154.49495666666667,1.4666666666666668,22.496666666666663,5.025,4940.0,5.0,10.0,17.0,2.66,1.4,25.72,7.2855,9780.0,148.0,29.0,2.02,208.9804,1.6,21.31,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46
149,503d24ad371ce02e65c7ddc83bfbae6bb_t_u,b_t_u,Zr1 Bi1 Sb1,Bi1,23.36940868837996,0.6379002294319956,0.2902738228109912,3.3331663024130096,0.0320889934184672,3.9942424648191457,0.9124523225538428,-17.079149849439293,-0.1986130304245061,4.910137767184567,1.2177637589900878,6.127901526174656,8.299999999999999,7662.666666666667,154.0,7.333333333333333,4.666666666666667,16.0,2.0,1.8,140.6548,1.5333333333333334,17.84,6.6,6697.0,3.0,10.0,15.0,2.05,1.45,18.19,6.6339,6511.0,175.0,4.0,1.33,91.224,1.55,14.02,0.4,9780.0,3.0,10.0,29.0,2.02,1.6,21.31
150,fc3a05738e8231cd707d975a34c4bdffb_t_u,b_t_u,Hf1 I1 Cl1,Cl1,5.558280032666028,0.4083829572184015,0.1404362982999745,3.577699017007162,-0.0422289445016996,2.800432111178375,0.0,-13.865574136279426,-1.0319844952329955,2.7479476086416548,1.1969741063813273,3.944921715022982,7.801666666666667,6084.404666666666,138.66666666666666,4.0,4.666666666666667,14.0,0.6666666666666666,2.373333333333333,113.61582333333337,1.3166666666666669,18.85,5.025,4940.0,5.0,10.0,17.0,2.66,1.4,25.72,6.82507,13310.0,175.0,18.0,1.3,178.49,1.55,13.44,2.18,3.214,5.0,0.0,7.0,3.16,1.0,17.39
151,99f31dc828a64f3d4a7ada02bef0b48bb_t_u,b_t_u,Ti1 Te1 S1,S1,42.2968261834565,0.3965384436924776,0.0,3.589785271809264,-0.0259786929544951,1.583550738030633,0.3651002569657317,-17.064647922317885,-1.030674204507451,4.674829337883164,-1.2372776120579854,3.437551725825179,7.666666666666667,4235.666666666667,134.33333333333334,4.0,0.0,8.666666666666666,1.3333333333333333,2.0733333333333337,69.17733333333332,1.2666666666666666,15.543333333333337,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46,6.82812,4507.0,160.0,4.0,1.54,47.867,1.4,10.64,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53
152,47caae1e2c66221f4b459ef63ddb75beb_t_u,b_t_u,Zr1 Te1 Se1,Se1,36.31309694858938,0.4167179036856795,0.0031140385535515,3.8838238793318607,-0.0006672134783677,1.9411815658705665,0.2001761622854315,-17.477089029543773,-1.128831930345786,4.914812507612328,-1.2201882229506569,3.6946242846616713,9.056666666666668,5856.666666666667,144.33333333333334,7.333333333333333,0.0,12.0,1.3333333333333333,1.9933333333333332,99.26133333333333,1.3666666666666665,16.96666666666667,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46,6.6339,6511.0,175.0,4.0,1.33,91.224,1.55,14.02,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42
153,d0bf1044665a8eb652f7d0c70dceefd7b_t_u,b_t_u,Te1 As1 Cl1,Te1,5.792356279868877,0.392705748228508,0.009093911278987,3.9295479805540574,0.1200333522460748,1.5154069266140475,0.0,-10.61845987920727,-0.3218155423293159,6.163265342382246,-2.227839816786745,3.935425525595501,3.996666666666666,3990.071333333333,119.66666666666669,6.666666666666667,0.0,12.666666666666666,2.0,2.48,79.32486666666667,1.1833333333333331,16.933333333333334,2.18,3.214,5.0,0.0,7.0,3.16,1.0,17.39,9.7886,5727.0,119.0,15.0,2.18,74.9216,1.15,12.95,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46
154,bafadf06608af6cfb6b23bfefcd3e988b_t_u,b_t_u,Bi1 S1 Br1,S1,3.377231769835803,0.413123131963846,0.1244169705792365,3.995114930994516,0.0261441423314041,2.114708887108266,0.0,-11.661368759236792,-0.4415145390942842,5.964782331007381,-2.272501526435226,3.692280804572155,2.1166666666666667,4953.333333333333,124.33333333333331,6.666666666666667,4.666666666666667,17.333333333333332,2.0,2.52,106.98313333333331,1.25,18.87333333333333,3.05,3120.0,5.0,10.0,17.0,2.96,1.15,19.78,7.2855,9780.0,148.0,29.0,2.02,208.9804,1.6,21.31,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53
155,a40633244396ce23665619f3006f6719b_t_u,b_t_u,Bi1 Te1 Cl1,Te1,4.415940985443547,0.3972218691119094,0.0097063592323737,4.303637126234903,0.0874428713870448,1.975124585127542,0.0,-11.45763786893791,-0.5978503980163019,5.959831059323378,-2.401027658790313,3.558803400533065,2.6933333333333334,5341.071333333333,129.33333333333334,6.666666666666667,4.666666666666667,17.333333333333332,2.0,2.4266666666666667,124.01113333333336,1.3333333333333333,19.72,2.18,3.214,5.0,0.0,7.0,3.16,1.0,17.39,7.2855,9780.0,148.0,29.0,2.02,208.9804,1.6,21.31,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46
156,6e5f571cf73ed4d1c346c9801e68c4fcb_t_u,b_t_u,Bi1 Te1 I1,Te1,5.349796852106762,0.4944074627029041,0.1133680260694263,4.295654141142433,0.06296775468543,2.6414933647411982,0.0,-10.139793388484236,-0.2607918427184674,5.410848650692968,-1.246233323836654,4.164615326856313,3.641666666666667,6986.666666666667,141.66666666666666,10.0,4.666666666666667,20.666666666666668,2.0,2.26,154.49495666666667,1.4666666666666668,22.496666666666663,5.025,4940.0,5.0,10.0,17.0,2.66,1.4,25.72,7.2855,9780.0,148.0,29.0,2.02,208.9804,1.6,21.31,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46
157,8b8fe535c71bfb1427351a4809fe780bb_t_u,b_t_u,Ti1 I1 Br1,Br1,8.876169478297363,0.4125579301100295,0.0566138180745285,3.632776763262081,-0.0337003533002935,2.029468298574447,0.0,-12.382440077459352,-0.8765636293434257,3.2253686390996594,0.4162209141242436,3.641589553223903,7.558333333333333,4189.0,139.66666666666666,7.333333333333333,0.0,12.666666666666666,0.6666666666666666,2.3866666666666667,84.89182333333333,1.3166666666666669,18.71333333333333,5.025,4940.0,5.0,10.0,17.0,2.66,1.4,25.72,6.82812,4507.0,160.0,4.0,1.54,47.867,1.4,10.64,3.05,3120.0,5.0,10.0,17.0,2.96,1.15,19.78
158,d3a364326d5562ecf8d3e77a51ba4816b_t_u,b_t_u,Mo1 Se1 S1,S1,6.792817497531385,0.3929872740273983,0.0092772715292129,3.250850214597298,-0.0381777107154403,2.059565300419438,0.0,-21.178248481940923,-0.8050632461546362,4.4758377602845165,-0.2843622369862537,4.191475523298263,6.490000000000001,5686.333333333333,126.33333333333331,5.0,0.0,9.333333333333334,1.3333333333333333,2.43,68.98833333333333,1.2,13.776666666666666,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42,7.09243,10280.0,154.0,6.0,2.16,95.94,1.45,9.38,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53
159,6195990484efd93b78ba46438807a49fb_t_u,b_t_u,V1 Te1 S1,S1,11.07039253281994,0.4124269315594923,0.093331840469822,3.3986404062470026,-0.0493526527667081,1.917493566056775,1.3655132522907234,-17.557764883394967,-0.5836158387674585,4.6016122334580745,-0.8476939790794772,3.753918254378597,6.933333333333334,4770.0,132.0,4.333333333333333,0.0,9.0,1.3333333333333333,2.103333333333333,70.20216666666666,1.25,14.77,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46,6.74619,6110.0,153.0,5.0,1.63,50.9415,1.35,8.32,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53
160,c5e2736b3fe796b97177fc653a8da1fcb_t_u,b_t_u,Zr1 Te1 Se1,Se1,9.114641953879152,0.4364626700773708,0.1146084512471361,3.810034050269593,0.0091896815347926,2.157328211285357,0.0,-17.14260579146302,-1.0173375176522017,5.5066313270345,-1.277151554307297,4.229479772727202,9.056666666666668,5856.666666666667,144.33333333333334,7.333333333333333,0.0,12.0,1.3333333333333333,1.9933333333333332,99.26133333333333,1.3666666666666665,16.96666666666667,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46,6.6339,6511.0,175.0,4.0,1.33,91.224,1.55,14.02,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42
161,ccfe24243a1d8cdf57825a912ec20efeb_t_u,b_t_u,Bi1 S1 Br1,S1,3.615394532506196,0.3883601934796348,0.0086527834292896,4.107282544211002,0.00235857305649,1.8707306580480465,0.0,-12.008661320686633,-0.5572787262442311,5.702018198399543,-2.6222382084733526,3.0797799899261897,2.1166666666666667,4953.333333333333,124.33333333333331,6.666666666666667,4.666666666666667,17.333333333333332,2.0,2.52,106.98313333333331,1.25,18.87333333333333,3.05,3120.0,5.0,10.0,17.0,2.96,1.15,19.78,7.2855,9780.0,148.0,29.0,2.02,208.9804,1.6,21.31,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53
162,b79595eba502c0941331b73a87d1ca6bb_t_u,b_t_u,Bi1 Te1 Cl1,Te1,4.313795127315813,0.4276153986800444,0.1391662479614333,4.181240647762534,0.1294049362235799,2.237918060822478,0.0,-11.069258202750731,-0.4683905092872423,6.241463998230541,-1.9311198903498488,4.3103441078806926,2.6933333333333334,5341.071333333333,129.33333333333334,6.666666666666667,4.666666666666667,17.333333333333332,2.0,2.4266666666666667,124.01113333333336,1.3333333333333333,19.72,2.18,3.214,5.0,0.0,7.0,3.16,1.0,17.39,7.2855,9780.0,148.0,29.0,2.02,208.9804,1.6,21.31,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46
163,b1daf3f83207020ce7d11cb1bd966585b_t_u,b_t_u,Zr1 Br1 Cl1,Br1,5.460005128677911,0.3797462533213365,0.0097729101770869,3.488192171047632,0.0224180697814129,1.785509424059005,0.0,-15.31002609190976,-1.5124588891698398,3.630059126087693,0.5170524299785341,4.147111556066227,7.71,3211.404666666667,132.33333333333334,4.0,0.0,9.333333333333334,0.6666666666666666,2.4833333333333334,68.86033333333333,1.2333333333333334,17.063333333333333,2.18,3.214,5.0,0.0,7.0,3.16,1.0,17.39,6.6339,6511.0,175.0,4.0,1.33,91.224,1.55,14.02,3.05,3120.0,5.0,10.0,17.0,2.96,1.15,19.78
164,c56f1c41d0e3d53bf99b4426df723ed2b_t_u,b_t_u,Hf1 Se1 S1,S1,4.644631846219045,0.3550737374593527,6.685857585075894e-05,3.711404260880947,0.0009538502158511,2.06670457179739,0.0,-19.4788982740856,-1.4706421759246258,5.428862201041035,-1.8955321624610968,3.533330038579938,7.623333333333332,6696.333333333333,133.33333333333334,4.0,4.666666666666667,13.333333333333334,1.3333333333333333,2.143333333333333,96.505,1.2333333333333332,15.13,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42,6.82507,13310.0,175.0,18.0,1.3,178.49,1.55,13.44,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53
165,2a5cc2bb57e7ac0aba439cf7a5d91a0bb_t_u,b_t_u,Ta1 Se1 S1,S1,9.63923954571116,0.3766423225030197,0.0251622139240902,3.4425213726674686,-0.0229548078131474,2.422551831239414,1.6162884126023278,-20.18919133871613,-0.9372786673766208,4.620696574290902,-0.8693195519441934,3.751377022346708,6.59,7809.666666666667,131.66666666666666,4.333333333333333,4.666666666666667,13.666666666666666,1.3333333333333333,2.21,97.32429333333332,1.2,14.266666666666666,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42,7.54957,16650.0,170.0,19.0,1.5,180.94788,1.45,10.85,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53
166,42a94dc8ede816aa61686db436e38df5b_t_u,b_t_u,V1 Te1 S1,S1,28.479942249015338,0.4047909398404097,0.0826509814106272,3.4735363438407867,-0.0446482853089354,1.7163740138430497,1.4243009963162403,-17.58980746057255,-0.5942966978266533,4.4741945202052,-1.1077286854756665,3.366465834729533,6.933333333333334,4770.0,132.0,4.333333333333333,0.0,9.0,1.3333333333333333,2.103333333333333,70.20216666666666,1.25,14.77,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46,6.74619,6110.0,153.0,5.0,1.63,50.9415,1.35,8.32,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53
167,5d6dc5d80738983e3aa6bdbad792ddecb_t_u,b_t_u,V1 I1 Br1,Br1,2.2300991424413046,0.3586266322716355,0.0199425104949394,3.9884835901403,-0.0284832836401925,1.5931873839289377,0.0,-13.557539851265744,-0.6568328678465374,3.76285777937502,-0.9494552589373833,2.8134025204376365,6.825,4723.333333333333,137.33333333333334,7.666666666666667,0.0,13.0,0.6666666666666666,2.4166666666666665,85.91665666666665,1.3,17.94,5.025,4940.0,5.0,10.0,17.0,2.66,1.4,25.72,6.74619,6110.0,153.0,5.0,1.63,50.9415,1.35,8.32,3.05,3120.0,5.0,10.0,17.0,2.96,1.15,19.78
168,5465b65400922d8adef1a37f922ab541b_t_u,b_t_u,Ti1 I1 Cl1,Cl1,8.450591814257788,0.3899490484926254,0.1148296247710425,3.5519673216310577,-0.0591797422562504,1.7523381679628094,0.0,-12.997479817743054,-1.014737233951113,3.147586900112396,0.2844505590020806,3.432037459114477,7.268333333333333,3150.0713333333333,133.66666666666666,4.0,0.0,9.333333333333334,0.6666666666666666,2.4533333333333336,70.07482333333333,1.2666666666666666,17.916666666666668,5.025,4940.0,5.0,10.0,17.0,2.66,1.4,25.72,6.82812,4507.0,160.0,4.0,1.54,47.867,1.4,10.64,2.18,3.214,5.0,0.0,7.0,3.16,1.0,17.39
169,d08695bc3089e553cb641cf7b71e4f50b_t_u,b_t_u,Hf1 Se1 S1,S1,4.072369639953571,0.3782855154037742,0.1929837755174481,3.6104148499984414,0.0026780336105201,2.335766543918765,0.0,-18.90014752326081,-1.2777252589830284,6.095791840508203,-2.025793205389576,4.069998635118627,7.623333333333332,6696.333333333333,133.33333333333334,4.0,4.666666666666667,13.333333333333334,1.3333333333333333,2.143333333333333,96.505,1.2333333333333332,15.13,3.77,4819.0,4.0,10.0,16.0,2.55,1.15,16.42,6.82507,13310.0,175.0,18.0,1.3,178.49,1.55,13.44,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53
170,821fea6ce4ac8d1801596bd69e277ee3b_t_u,b_t_u,Te1 Mo1 S1,S1,8.328222453467152,0.4223855184073488,0.0645359839860576,3.363003987928596,-0.0789774784172887,2.376770003818692,0.0,-20.12363324502623,-0.5461894681248936,3.9001981167939066,0.1007765551806169,4.000974671974523,7.066666666666667,6160.0,132.33333333333334,5.0,0.0,9.333333333333334,1.3333333333333333,2.28,85.20166666666667,1.2833333333333334,15.123333333333337,5.5,6240.0,4.0,10.0,16.0,2.1,1.4,20.46,7.09243,10280.0,154.0,6.0,2.16,95.94,1.45,9.38,2.9,1960.0,4.0,0.0,6.0,2.58,1.0,15.53
